date,open,high,low,close,volume
2021-11-30 00:00:00+00:00,159.985,165.52,159.92,165.3,174048056
2021-12-01 00:00:00+00:00,167.48,170.3,164.53,164.77,152423003
2021-12-02 00:00:00+00:00,158.735,164.2,157.8,163.76,136739174
2021-12-03 00:00:00+00:00,164.02,164.96,159.72,161.84,118023116
2021-12-06 00:00:00+00:00,164.29,167.8799,164.28,165.32,107496982
2021-12-07 00:00:00+00:00,169.08,171.58,168.34,171.18,120405352
2021-12-08 00:00:00+00:00,172.125,175.96,170.7,175.08,116998901
2021-12-09 00:00:00+00:00,174.91,176.75,173.92,174.56,108923739
2021-12-10 00:00:00+00:00,175.205,179.63,174.69,179.45,115402731
2021-12-13 00:00:00+00:00,181.115,182.13,175.53,175.74,153237019
2021-12-14 00:00:00+00:00,175.25,177.74,172.21,174.33,139380382
2021-12-15 00:00:00+00:00,175.11,179.5,172.3108,179.3,131063257
2021-12-16 00:00:00+00:00,179.28,181.14,170.75,172.26,150185843
2021-12-17 00:00:00+00:00,169.93,173.47,169.69,171.14,195923441
2021-12-20 00:00:00+00:00,168.28,170.58,167.46,169.75,107499114
2021-12-21 00:00:00+00:00,171.555,173.2,169.12,172.99,91185905
2021-12-22 00:00:00+00:00,173.04,175.86,172.15,175.64,92135303
2021-12-23 00:00:00+00:00,175.85,176.8499,175.27,176.28,68356567
2021-12-27 00:00:00+00:00,177.085,180.42,177.07,180.33,74919582
2021-12-28 00:00:00+00:00,180.16,181.33,178.53,179.29,79144339
2021-12-29 00:00:00+00:00,179.33,180.63,178.14,179.38,62348931
2021-12-30 00:00:00+00:00,179.47,180.57,178.09,178.2,59773014
2021-12-31 00:00:00+00:00,178.085,179.23,177.26,177.57,61661433
2022-01-03 00:00:00+00:00,177.83,182.88,177.71,182.01,104701220
2022-01-04 00:00:00+00:00,182.63,182.94,179.12,179.7,99310438
2022-01-05 00:00:00+00:00,179.61,180.17,174.64,174.92,94537602
